job_pref,last_yr_income,expected_earn,reasons_to_code,months_programming,bootcamp_attend,age,gender
work for a multinational corporation,12000,100000,To succeed in current career,12,0,44,Male
work for a multinational corporation,7000,500000,To change careers,6,0,30,Male
work for a government,52000,62000,To succeed in current career,2,0,25,Female
work for a startup,58000,60000,To change careers,2,0,31,Male
work for a multinational corporation,14000,17500,To change careers,12,0,28,Male
work for a multinational corporation,80000,100000,To succeed in current career,6,0,29,Male
work for a medium-sized company,3000,15000,To change careers,18,0,35,Male
work for a multinational corporation,125000,60000,To succeed in current career,24,0,32,Male
work for a startup,0,80000,To succeed in current career,12,0,20,Male
work for a medium-sized company,44500,45000,To change careers,1,0,45,Female
work for a startup,30000,80000,To change careers,0,0,29,Female
work for a startup,6000,40000,To change careers,8,0,25,Male
work for a multinational corporation,10000,20000,To succeed in current career,12,0,24,Male
work for a startup,38000,50000,To change careers,24,0,31,Male
work for a medium-sized company,42000,40000,To succeed in current career,0,0,35,Male
work for a multinational corporation,300,20000,To succeed in current career,12,0,20,Male
work for a medium-sized company,80000,90000,To change careers,24,1,29,Male
work for a startup,370,15000,To change careers,1,0,25,Male
work for a multinational corporation,1500,60000,To change careers,1,0,30,Male
work for a nonprofit,14000,12000,To start a business or to freelance,1,0,34,Female
work for a government,7000,60000,As a hobby,12,0,29,Male
work for a medium-sized company,12000,2000,To change careers,3,0,45,Male
work for a nonprofit,45000,60000,To change careers,12,0,30,Male
work for a multinational corporation,100,30000,To succeed in current career,72,0,21,Male
work for a medium-sized company,21000,100000,To change careers,1,0,28,Male
work for a nonprofit,600,600,To succeed in current career,0,0,28,Male
work for a startup,23000,32000,To change careers,3,0,20,Male
work for a medium-sized company,11000,50000,To succeed in current career,0,0,38,Male
work for a multinational corporation,50000,45000,To change careers,1,0,30,Male
work for a multinational corporation,10000,50000,To change careers,1,0,43,Male
work for a medium-sized company,11000,1500,To change careers,20,0,47,Male
work for a medium-sized company,5000,25000,To change careers,0,0,36,Male
work for a multinational corporation,4437,10000,To succeed in current career,6,0,24,Male
work for a startup,50000,55000,To change careers,0,0,30,Male
work for a multinational corporation,10000,1000,To change careers,1,0,31,Male
work for a nonprofit,35000,75000,To change careers,2,0,31,Male
work for a startup,30000,35000,To change careers,0,0,28,Male
work for a nonprofit,52000,50000,To change careers,12,0,26,Male
work for a multinational corporation,60000,90000,To change careers,1,0,28,Female
work for a medium-sized company,20000,50000,To change careers,40,0,36,Male
work for a medium-sized company,32000,60000,To change careers,0,0,45,Female
work for a multinational corporation,0,50000,To succeed in current career,12,0,26,Male
work for a multinational corporation,12000,50000,To change careers,100,1,38,Male
work for a medium-sized company,28000,40000,To change careers,20,0,27,Female
work for a government,12000,80000,To meet school requirements,1,0,22,Male
work for a startup,25000,50000,To change careers,0,0,30,Male
work for a nonprofit,18000,24000,To succeed in current career,2,0,33,Male
work for a nonprofit,2500,45000,To change careers,18,0,32,Prefer not to say
work for a multinational corporation,40000,60000,To succeed in current career,12,0,46,Male
work for a medium-sized company,20000,55000,To succeed in current career,3,0,22,Male
work for a medium-sized company,33000,65000,To change careers,36,0,28,Male
work for a medium-sized company,17000,50000,To change careers,12,0,26,Female
work for a startup,5000,12000,To start a business or to freelance,4,0,20,Female
work for a multinational corporation,20000,50000,To change careers,2,0,35,Male
work for a startup,28000,50000,To change careers,6,0,27,Male
work for a medium-sized company,50000,80000,To succeed in current career,5,0,55,Female
work for a medium-sized company,60000,65000,To change careers,7,0,54,Male
work for a startup,28000,60000,To change careers,24,1,30,Female
work for a medium-sized company,56000,60000,To succeed in current career,0,0,33,Male
work for a multinational corporation,100,100,As a hobby,0,0,56,Female
work for a multinational corporation,2700,40000,To change careers,0,0,29,Male
work for a startup,20000,28000,As a hobby,3,0,29,Male
work for a startup,10000,100000,To change careers,3,0,27,Male
work for a medium-sized company,38000,50000,To change careers,6,0,61,Male
work for a multinational corporation,24000,60000,To change careers,6,1,25,Female
work for a startup,300,5000,To create art or entertainment,9,0,21,Male
work for a multinational corporation,800,50000,As a hobby,24,0,18,Male
work for a multinational corporation,2500,23000,To succeed in current career,60,1,20,Female
work for a medium-sized company,50000,100000,To change careers,0,0,30,Female
work for a startup,0,35000,To succeed in current career,72,0,31,Female
work for a medium-sized company,48000,50000,To succeed in current career,0,0,31,Female
work for a multinational corporation,3000,7000,To change careers,1,0,28,Male
work for a multinational corporation,4800,100000,To change careers,6,0,29,Male
work for a startup,42000,35000,To change careers,19,0,34,Male
work for a medium-sized company,1700,50000,As a hobby,30,1,21,Female
work for a multinational corporation,52000,72000,To change careers,24,0,29,Female
work for a startup,1650,3600,To change careers,8,0,26,Male
work for a multinational corporation,25000,35000,To change careers,6,1,23,Male
work for a multinational corporation,25000,80000,To change careers,1,0,34,Female
work for a government,25000,40000,As a hobby,0,0,30,Male
work for a multinational corporation,20000,75000,To succeed in current career,3,0,25,Male
work for a startup,28000,45000,As a hobby,6,0,23,Male
work for a multinational corporation,10,40000,To change careers,24,0,26,Male
work for a multinational corporation,9500,14000,To create art or entertainment,1,0,29,Female
work for a medium-sized company,2700,120000,To change careers,1,0,27,Male
work for a startup,55000,80000,To change careers,2,1,29,Male
work for a nonprofit,130000,100000,As a hobby,36,0,43,Female
work for a medium-sized company,30000,50000,To change careers,0,0,38,Male
work for a startup,12000,2000,To change careers,6,0,27,Female
work for a multinational corporation,26000,50000,To change careers,0,0,36,Female
work for a multinational corporation,0,55000,To succeed in current career,0,0,21,Male
work for a medium-sized company,500,10000,To change careers,0,0,28,Female
work for a medium-sized company,12000,6000,To change careers,6,0,36,Male
work for a multinational corporation,19900,40000,To change careers,2,0,32,Female
work for a medium-sized company,0,50000,To start a business or to freelance,24,0,20,Male
work for a medium-sized company,720,5000,To change careers,1,0,22,Female
work for a startup,15000,20000,To change careers,1,0,25,Male
work for a startup,40000,80000,To succeed in current career,6,0,25,Male
work for a medium-sized company,210,500,To change careers,2,0,24,Female
work for a multinational corporation,5000,50000,To change careers,4,0,26,Male
work for a medium-sized company,40000,50000,To change careers,3,0,40,Male
work for a medium-sized company,6000,10000,To succeed in current career,8,0,23,Male
work for a startup,0,200,To start a business or to freelance,1,0,23,Male
work for a startup,55000,40000,To change careers,8,0,26,Female
work for a multinational corporation,0,10000,To succeed in current career,48,0,24,Male
work for a nonprofit,25000,40000,To change careers,3,0,28,Female
work for a medium-sized company,32000,50000,To change careers,6,0,26,Male
work for a multinational corporation,1000,90000,To succeed in current career,0,0,19,Female
work for a multinational corporation,30000,80000,As a hobby,120,0,29,Male
work for a multinational corporation,1000,20000,As a hobby,4,0,20,Male
work for a startup,54000,60000,To start a business or to freelance,0,0,40,Male
work for a multinational corporation,20000,70000,To succeed in current career,48,0,22,Male
work for a multinational corporation,51000,55000,To change careers,1,0,27,Male
work for a multinational corporation,31000,40000,To change careers,10,0,34,Male
work for a nonprofit,7000,60000,To meet school requirements,1,0,22,Male
work for a nonprofit,100,65000,To start a business or to freelance,0,0,56,Male
work for a medium-sized company,13000,50000,To succeed in current career,1,0,20,Male
work for a multinational corporation,35,50000,To change careers,1,0,45,Male
work for a medium-sized company,19000,60000,To change careers,2,1,26,Female
work for a medium-sized company,85000,90000,To succeed in current career,6,0,53,Male
work for a startup,37000,40000,To change careers,1,0,27,Male
work for a multinational corporation,12000,40000,To change careers,12,1,30,Female
work for a medium-sized company,70000,70000,To change careers,12,0,42,Female
work for a medium-sized company,55000,80000,To create art or entertainment,36,0,32,Male
work for a nonprofit,30000,60000,To change careers,0,0,34,Female
work for a medium-sized company,41000,60000,To change careers,1,0,30,Female
work for a startup,30000,60000,To change careers,4,0,32,Male
work for a startup,23000,30000,To change careers,5,0,22,Female
work for a startup,24000,50000,To change careers,0,0,27,Male
work for a startup,36000,50000,To change careers,12,1,23,Female
work for a medium-sized company,8000,55000,To create art or entertainment,1,0,31,Female
work for a multinational corporation,20000,50000,To change careers,6,1,22,Male
work for a startup,20,300,As a hobby,24,0,20,Male
work for a multinational corporation,57000,105000,To succeed in current career,2,0,38,Male
work for a medium-sized company,70000,60000,To change careers,55,0,37,Female
work for a multinational corporation,6000,10000,To change careers,0,0,30,Male
work for a nonprofit,28000,50000,To change careers,2,0,27,Female
work for a startup,2,100000,To meet school requirements,1,0,14,Male
work for a multinational corporation,45700,70000,To change careers,36,0,42,Female
work for a multinational corporation,60000,90000,To succeed in current career,0,0,31,Female
work for a medium-sized company,30000,25000,To create art or entertainment,24,0,24,Male
work for a medium-sized company,10000,60000,To succeed in current career,48,0,29,Male
work for a startup,12000,60000,To change careers,1,0,39,Male
work for a medium-sized company,15000,45000,To change careers,24,0,34,Male
work for a multinational corporation,85000,55000,To change careers,0,0,32,Male
work for a startup,70000,60000,To change careers,4,0,35,Female
work for a medium-sized company,50000,60000,To change careers,40,0,35,Male
work for a medium-sized company,53000,60000,To change careers,3,0,25,Male
work for a government,99400,120000,To start a business or to freelance,6,1,42,Male
work for a multinational corporation,1200,60000,To change careers,2,0,36,Male
work for a startup,38000,60000,To change careers,1,0,27,Male
work for a government,30000,30000,To change careers,1,0,40,Female
work for a startup,10000,100000,To start a business or to freelance,24,0,23,Male
work for a medium-sized company,2000,2200,To change careers,5,1,32,Male
work for a nonprofit,15000,20000,To change careers,2,0,39,Female
work for a medium-sized company,40000,90000,To change careers,8,0,42,Male
work for a medium-sized company,30000,90000,To succeed in current career,60,0,35,Male
work for a medium-sized company,35000,50000,To change careers,0,0,32,Male
work for a medium-sized company,700,100000,As a hobby,3,0,21,Male
work for a multinational corporation,30,20000,As a hobby,11,0,20,Female
work for a nonprofit,15000,50000,As a hobby,3,0,40,Male
work for a multinational corporation,10897,12000,To change careers,2,0,27,Male
work for a multinational corporation,0,80000,To change careers,1,0,22,Male
work for a multinational corporation,33500,75000,To change careers,0,0,25,Female
work for a startup,12000,25000,To change careers,2,0,28,Male
work for a startup,20000,50000,To change careers,6,0,27,Male
work for a multinational corporation,35000,40000,To change careers,0,0,28,Female
work for a government,16000,80000,To change careers,0,0,24,Male
work for a government,52000,60000,To change careers,1,0,30,Male
work for a government,10000,10000,To change careers,1,0,27,Male
work for a medium-sized company,40000,30000,To create art or entertainment,24,0,57,Male
work for a nonprofit,50000,50000,To change careers,80,0,50,Male
work for a medium-sized company,24000,40000,To change careers,2,0,33,Female
work for a startup,60000,60000,To change careers,24,0,32,Male
work for a medium-sized company,33000,60000,To succeed in current career,12,0,22,Male
work for a nonprofit,15000,30000,To change careers,8,0,27,Male
work for a startup,32000,50000,As a hobby,2,0,24,Male
work for a government,2000,50000,As a hobby,3,0,17,Female
work for a medium-sized company,127000,100000,To change careers,18,0,44,Male
work for a nonprofit,10000,10000,To succeed in current career,48,0,34,Female
work for a startup,35000,35000,As a hobby,0,0,24,Female
work for a medium-sized company,70000,70000,To change careers,2,0,34,Male
work for a nonprofit,3000,30000,To change careers,1,0,35,Male
work for a medium-sized company,41000,60000,To change careers,1,0,36,Male
work for a medium-sized company,18000,60000,To succeed in current career,2,0,32,Male
work for a government,30000,55000,To change careers,0,0,25,Male
work for a multinational corporation,70000,70000,To change careers,14,0,24,Male
work for a medium-sized company,10000,25000,To change careers,2,0,25,Female
work for a multinational corporation,0,50000,To meet school requirements,1,0,19,Female
work for a multinational corporation,50000,50000,To change careers,1,0,37,Female
work for a medium-sized company,8000,20000,To succeed in current career,12,0,31,Male
work for a startup,15000,70000,To start a business or to freelance,6,0,31,Male
work for a startup,35000,3900,To change careers,1,0,33,Male
work for a multinational corporation,20888,120000,To create art or entertainment,1,0,32,Male
work for a startup,35000,80000,To change careers,3,0,24,Male
work for a medium-sized company,50000,85000,To succeed in current career,0,0,30,Female
work for a startup,10000,25000,To start a business or to freelance,24,0,34,Male
work for a medium-sized company,60000,70000,To change careers,1,0,40,Female
work for a medium-sized company,72000,50000,To succeed in current career,0,0,44,Male
work for a startup,36000,30000,To change careers,36,0,46,Male
work for a multinational corporation,35000,56000,To change careers,2,0,41,Female
work for a startup,4000,1000,To change careers,1,0,35,Male
work for a startup,3200,5500,To create art or entertainment,0,0,32,Male
work for a medium-sized company,40000,40000,To change careers,0,0,47,Male
work for a nonprofit,0,550,To succeed in current career,12,0,20,Female
work for a multinational corporation,20000,50000,To change careers,6,0,28,Male
work for a medium-sized company,12000,15000,To create art or entertainment,0,0,40,Female
work for a medium-sized company,42000,60000,To change careers,1,0,26,Male
work for a startup,0,10000,To start a business or to freelance,3,0,22,Male
work for a multinational corporation,1500,2000,To start a business or to freelance,27,0,31,Male
work for a startup,7000,12000,To change careers,0,0,29,Male
work for a medium-sized company,10000,12000,To succeed in current career,0,0,34,Male
work for a medium-sized company,32000,50000,To change careers,3,0,21,Male
work for a multinational corporation,30000,70000,To change careers,24,0,22,Male
work for a startup,1000,10000,To start a business or to freelance,6,0,22,Male
work for a nonprofit,90000,75000,To succeed in current career,2,0,38,Female
work for a medium-sized company,140000,80000,As a hobby,36,0,36,Male
work for a startup,0,4000,To succeed in current career,24,0,22,Male
work for a medium-sized company,0,70000,To change careers,0,0,17,Male
work for a startup,20000,30000,To create art or entertainment,3,0,23,Male
work for a medium-sized company,15000,25000,To change careers,6,0,31,Male
work for a multinational corporation,12000,60000,To change careers,0,0,23,Male
work for a nonprofit,24000,50000,To change careers,0,0,60,Female
work for a multinational corporation,40000,70000,To change careers,1,1,22,Male
work for a nonprofit,325,5000,To start a business or to freelance,1,0,24,Male
work for a multinational corporation,5000,1500,To change careers,2,0,29,Male
work for a startup,43000,55000,To change careers,1,0,40,Female
work for a nonprofit,24000,50000,To change careers,0,0,23,Male
work for a startup,300,20000,To create art or entertainment,3,0,26,Male
work for a medium-sized company,55000,50000,To change careers,12,0,30,Male
work for a nonprofit,36000,1000,To create art or entertainment,12,0,24,Male
work for a multinational corporation,45000,30000,To create art or entertainment,1,0,34,Male
work for a multinational corporation,300,80000,To change careers,24,0,30,Male
work for a government,40000,50000,To start a business or to freelance,4,0,24,Male
work for a startup,30000,50000,To change careers,8,0,25,Male
work for a government,120000,100,To succeed in current career,36,0,56,Male
work for a startup,4000,30000,To change careers,3,0,24,Male
work for a medium-sized company,29000,60000,To change careers,10,0,26,Male
work for a multinational corporation,30000,40000,To change careers,12,0,23,Male
work for a medium-sized company,30000,40000,To change careers,0,0,27,Male
work for a government,100000,0,To succeed in current career,0,0,39,Male
work for a medium-sized company,24000,60000,To change careers,60,0,37,Male
work for a multinational corporation,500,1300,As a hobby,48,0,24,Male
work for a medium-sized company,50000,60000,To change careers,12,0,45,Male
work for a medium-sized company,15000,45000,To succeed in current career,0,0,26,Female
work for a medium-sized company,40000,45000,To change careers,0,0,32,Male
work for a medium-sized company,15000,40000,To create art or entertainment,24,0,32,Male
work for a medium-sized company,38000,45000,To change careers,1,0,30,Male
work for a medium-sized company,30000,80000,To succeed in current career,48,0,34,Female
work for a medium-sized company,54000,75000,To start a business or to freelance,15,0,29,Male
work for a medium-sized company,50000,75000,To succeed in current career,48,0,26,Male
work for a multinational corporation,35000,50000,To change careers,2,0,30,Male
work for a startup,3000,6000,As a hobby,6,0,32,Male
work for a multinational corporation,12000,88000,To succeed in current career,120,0,27,Male
work for a startup,20000,40000,To change careers,1,0,29,Female
work for a medium-sized company,42000,45000,To succeed in current career,6,0,55,Female
work for a startup,0,14085,To succeed in current career,12,0,20,Male
work for a multinational corporation,25000,50000,To change careers,5,0,55,Male
work for a startup,4000,40000,To start a business or to freelance,40,0,21,Male
work for a medium-sized company,6000,1100,To change careers,12,0,29,Female
work for a medium-sized company,45000,70000,To change careers,7,0,30,Male
work for a startup,7385,24000,To create art or entertainment,6,0,30,Male
work for a medium-sized company,65000,70000,As a hobby,6,0,24,Male
work for a medium-sized company,0,7200,To start a business or to freelance,2,0,21,Male
work for a medium-sized company,54000,60000,To change careers,0,0,34,Male
work for a medium-sized company,32000,42000,To succeed in current career,12,1,26,Female
work for a medium-sized company,30000,2400,To change careers,8,0,32,Male
work for a startup,5000,7000,To change careers,1,1,27,Female
work for a government,40000,65000,As a hobby,0,0,23,Male
work for a startup,30000,60000,To start a business or to freelance,12,0,34,Female
work for a startup,45000,85000,To succeed in current career,0,0,31,Female
work for a startup,0,20000,To succeed in current career,4,0,17,Male
work for a multinational corporation,5000,42000,To succeed in current career,30,0,22,Female
work for a multinational corporation,20000,60000,As a hobby,4,0,23,Female
work for a medium-sized company,8000,28000,To change careers,1,0,32,Male
work for a medium-sized company,62800,60000,To change careers,12,1,29,Male
work for a medium-sized company,0,560,To create art or entertainment,60,0,20,Male
work for a multinational corporation,120,65000,As a hobby,8,0,18,Male
work for a government,8000,40000,To succeed in current career,3,0,20,Male
work for a medium-sized company,7500,1200,To change careers,3,0,22,Male
work for a medium-sized company,22000,60000,To change careers,12,1,38,Male
work for a multinational corporation,60000,80000,To change careers,36,0,33,Male
work for a government,0,1000,As a hobby,1,0,24,Female
work for a nonprofit,5000,30000,To change careers,4,0,30,Female
work for a startup,45000,60000,To change careers,15,0,26,Male
work for a startup,0,5000,To create art or entertainment,3,0,20,Male
work for a multinational corporation,15500,36000,To change careers,5,0,32,Male
work for a multinational corporation,0,15500,To meet school requirements,36,0,22,Female
work for a medium-sized company,19155,1750,To change careers,9,0,31,Male
work for a multinational corporation,45000,45000,As a hobby,48,0,27,Female
work for a startup,140000,100000,To succeed in current career,1,0,35,Male
work for a medium-sized company,30000,60000,To change careers,1,0,28,Male
work for a nonprofit,0,70000,As a hobby,48,0,17,Male
work for a medium-sized company,30000,65000,To change careers,18,0,41,Male
work for a multinational corporation,75000,60000,To change careers,1,0,31,Male
work for a multinational corporation,20000,15000,To change careers,0,0,31,Male
work for a medium-sized company,31000,45000,To change careers,1,0,29,Male
work for a nonprofit,30000,50000,To create art or entertainment,1,0,23,Female
work for a multinational corporation,66000,75000,As a hobby,1,0,31,Female
work for a nonprofit,30000,50000,To meet school requirements,36,0,22,Male
work for a nonprofit,22000,30000,To change careers,4,0,29,Female
work for a medium-sized company,50000,70000,To change careers,5,0,32,Male
work for a multinational corporation,49000,55000,To change careers,0,0,35,Female
work for a multinational corporation,42000,80000,To change careers,0,0,24,Female
work for a multinational corporation,60000,90000,To change careers,0,0,28,Male
work for a medium-sized company,23000,65000,To change careers,8,0,33,Female
work for a startup,41000,50000,To change careers,16,0,36,Male
work for a government,1500,41000,To meet school requirements,1,0,20,Female
work for a multinational corporation,15000,5000,To succeed in current career,6,0,24,Male
work for a nonprofit,15000,50000,To change careers,1,0,29,Male
work for a startup,100,100000,To start a business or to freelance,1,0,33,Prefer not to say
work for a government,0,64000,To succeed in current career,0,0,18,Female
work for a nonprofit,20,50000,To change careers,3,0,40,Male
work for a medium-sized company,60000,40000,To change careers,0,0,29,Female
work for a nonprofit,24000,35000,To change careers,0,0,29,Male
work for a medium-sized company,40000,50000,To change careers,1,0,59,Male
work for a startup,4500,15000,To succeed in current career,2,0,23,Male
work for a medium-sized company,35000,50000,To change careers,1,0,41,Female
work for a multinational corporation,8000,1000,To change careers,2,0,32,Male
work for a nonprofit,9000,10000,To create art or entertainment,1,0,28,Male
work for a medium-sized company,15000,20000,To change careers,0,0,40,Female
work for a multinational corporation,45000,65000,To change careers,6,0,25,Male
work for a multinational corporation,696969,5000,To succeed in current career,35,0,22,Prefer not to say
work for a medium-sized company,75000,50000,To create art or entertainment,0,0,38,Male
work for a nonprofit,19000,30000,To start a business or to freelance,0,0,37,Male
work for a medium-sized company,20000,50000,To succeed in current career,0,0,27,Male
work for a nonprofit,48000,40000,To change careers,0,0,36,Male
work for a multinational corporation,2400,80000,To change careers,3,0,27,Female
work for a multinational corporation,2000,0,To change careers,3,0,22,Male
work for a multinational corporation,37000,55000,To change careers,1,0,30,Male
work for a startup,50000,60000,To change careers,0,0,39,Female
work for a startup,1000,5000,To succeed in current career,3,1,21,Male
work for a medium-sized company,37000,40000,To succeed in current career,4,0,34,Male
work for a nonprofit,57000,75000,As a hobby,36,0,33,Female
work for a medium-sized company,15000,20000,To change careers,0,0,53,Female
work for a startup,58000,60000,To change careers,24,0,32,Male
work for a medium-sized company,67500,80000,To succeed in current career,12,0,26,Male
work for a startup,15000,1900,To succeed in current career,5,0,27,Male
work for a nonprofit,10400,13000,As a hobby,24,0,24,Male
work for a medium-sized company,40000,70000,To succeed in current career,1,0,27,Male
work for a medium-sized company,45000,50000,To change careers,4,1,27,Male
work for a startup,10000,30000,To succeed in current career,1,0,29,Male
work for a startup,4000,40000,To create art or entertainment,12,0,32,Male
work for a multinational corporation,1400,3600,To change careers,10,1,29,Male
work for a medium-sized company,75000,90000,To change careers,24,1,30,Female
work for a medium-sized company,73000,55000,To change careers,60,0,53,Male
work for a government,35000,80000,As a hobby,24,0,27,Male
work for a multinational corporation,5000,150000,To succeed in current career,5,0,34,Male
work for a medium-sized company,90000,150000,To succeed in current career,0,0,35,Male
work for a startup,4700,7000,To create art or entertainment,12,0,36,Male
work for a nonprofit,31000,25000,To succeed in current career,36,0,29,Male
work for a nonprofit,50000,50000,To change careers,1,0,49,Male
work for a startup,12000,20000,To change careers,2,0,24,Prefer not to say
work for a multinational corporation,30000,80000,As a hobby,120,0,36,Male
work for a startup,3500,50000,To start a business or to freelance,13,0,23,Male
work for a nonprofit,5000,60000,As a hobby,3,0,26,Male
work for a medium-sized company,0,60000,To change careers,0,0,23,Female
work for a startup,6000,50000,To change careers,9,0,34,Male
work for a nonprofit,2900,1000000,To change careers,0,0,26,Male
work for a medium-sized company,18000,25000,To change careers,3,0,25,Male
work for a startup,15000,1500,To start a business or to freelance,1,0,32,Male
work for a multinational corporation,0,100000,To start a business or to freelance,7,0,24,Female
work for a medium-sized company,55000,65000,To change careers,0,0,36,Male
work for a startup,0,8000,To succeed in current career,4,0,24,Male
work for a multinational corporation,3000,35000,To start a business or to freelance,12,0,38,Male
work for a multinational corporation,4000,1500,To change careers,1,0,22,Male
work for a multinational corporation,20000,50000,To create art or entertainment,36,0,34,Male
work for a medium-sized company,35000,900,To succeed in current career,8,0,27,Female
work for a multinational corporation,30000,75000,To change careers,12,0,27,Male
work for a medium-sized company,10000,55000,To change careers,0,0,29,Female
work for a multinational corporation,3130,25000,To change careers,8,0,23,Female
work for a medium-sized company,120000,100000,To change careers,0,0,38,Male
work for a medium-sized company,30000,20000,To create art or entertainment,0,0,22,Male
work for a medium-sized company,10000,40000,To change careers,0,0,24,Female
work for a startup,9600,15000,To change careers,2,0,23,Female
work for a startup,13000,55000,To change careers,48,1,50,Female
work for a startup,40000,25000,To change careers,48,0,33,Male
work for a startup,58000,75000,To meet school requirements,2,0,24,Male
work for a medium-sized company,12000,12000,To change careers,6,0,30,Male
work for a government,35000,25,To change careers,0,0,29,Male
work for a government,50000,50000,To change careers,5,0,38,Male
work for a medium-sized company,35000,60000,To change careers,1,0,30,Male
work for a government,30000,50000,As a hobby,6,0,28,Female
work for a multinational corporation,32000,100000,To change careers,12,0,35,Male
work for a startup,1500,12000,To change careers,12,0,23,Male
work for a nonprofit,37000,60000,To change careers,1,0,26,Female
work for a startup,14000,30000,To change careers,1,0,24,Male
work for a medium-sized company,2400,8000,To change careers,3,0,30,Male
work for a multinational corporation,30000,65000,To change careers,0,0,24,Male
work for a startup,36000,50000,To change careers,6,0,30,Male
work for a startup,22000,60000,To start a business or to freelance,2,0,32,Male
work for a nonprofit,29000,60000,To create art or entertainment,2,0,25,Male
work for a medium-sized company,30000,2500,To change careers,1,0,33,Male
work for a startup,10000,20000,To succeed in current career,0,0,32,Male
work for a multinational corporation,60000,65000,To succeed in current career,3,0,28,Male
work for a nonprofit,6500,30000,To succeed in current career,21,0,21,Female
work for a startup,78000,85000,To change careers,0,0,28,Female
work for a medium-sized company,44751,65000,To change careers,3,0,24,Male
work for a medium-sized company,100000,85000,To succeed in current career,24,0,56,Male
work for a multinational corporation,6000,14500,As a hobby,36,0,22,Female
work for a multinational corporation,15000,60000,To change careers,120,0,47,Male
work for a medium-sized company,33000,50000,To change careers,20,0,31,Male
work for a startup,79000,80000,To change careers,0,0,47,Male
work for a nonprofit,58000,60000,To change careers,6,0,39,Female
work for a startup,18000,50000,To change careers,6,0,29,Female
work for a multinational corporation,75008,80000,To change careers,0,0,42,Male
work for a multinational corporation,25000,2000,To succeed in current career,0,0,25,Male
work for a medium-sized company,50000,65000,To change careers,12,0,24,Male
work for a startup,250,250,To succeed in current career,6,0,22,Male
work for a medium-sized company,25000,30000,To succeed in current career,5,0,35,Female
work for a multinational corporation,6000,50000,To succeed in current career,16,0,34,Male
work for a medium-sized company,60000,60000,As a hobby,5,0,28,Male
work for a multinational corporation,1050,1800,To succeed in current career,8,0,30,Male
work for a medium-sized company,5808,1200,To change careers,1,0,23,Male
work for a multinational corporation,40000,40000,To change careers,12,0,35,Male
work for a medium-sized company,30000,65000,To change careers,2,0,34,Male
work for a startup,10000,65000,To succeed in current career,24,1,28,Female
work for a startup,17000,25000,To change careers,10,0,33,Male
work for a medium-sized company,3000,3000,As a hobby,1,0,18,Male
work for a medium-sized company,51000,60000,To change careers,36,0,27,Male
work for a nonprofit,26000,20000,As a hobby,0,0,43,Male
work for a medium-sized company,1000,50000,To succeed in current career,10,0,22,Male
work for a medium-sized company,4500,600,To change careers,6,0,21,Female
work for a multinational corporation,6500,20000,To start a business or to freelance,4,0,28,Male
work for a medium-sized company,65000,65000,To change careers,48,0,37,Male
work for a medium-sized company,60000,100000,To change careers,24,0,32,Male
work for a startup,20000,30000,To succeed in current career,6,0,30,Female
work for a medium-sized company,33000,72000,To start a business or to freelance,6,0,32,Female
work for a medium-sized company,40000,70000,To change careers,2,0,36,Male
work for a medium-sized company,35000,60000,To change careers,1,0,38,Male
work for a medium-sized company,80000,75,To succeed in current career,24,0,35,Female
work for a multinational corporation,44000,75000,To change careers,0,0,31,Male
work for a medium-sized company,10000,60000,To create art or entertainment,2,0,30,Male
work for a medium-sized company,450,750,As a hobby,24,0,24,Female
work for a government,4200,8400,To change careers,3,0,24,Female
work for a startup,100,1000,As a hobby,10,0,18,Male
work for a medium-sized company,1500,5000,To change careers,6,0,34,Female
work for a multinational corporation,20000,20000,To change careers,1,0,31,Male
work for a startup,8000,8000,To change careers,0,0,26,Male
work for a startup,3000,300,To change careers,1,0,27,Female
work for a multinational corporation,30000,45000,To succeed in current career,0,0,33,Male
work for a government,28500,40000,To change careers,24,0,26,Male
work for a medium-sized company,2000,6000,To meet school requirements,36,0,28,Male
work for a medium-sized company,65000,28000,To change careers,6,0,28,Male
work for a medium-sized company,0,2000,To succeed in current career,12,0,20,Male
work for a medium-sized company,14000,13000,To succeed in current career,6,0,24,Male
work for a startup,50000,40000,To change careers,4,1,27,Male
work for a startup,20000,28000,As a hobby,12,0,22,Male
work for a medium-sized company,40000,30000,To change careers,3,0,51,Male
work for a multinational corporation,9000,15000,To succeed in current career,20,1,29,Male
work for a multinational corporation,2500,60000,To succeed in current career,6,0,40,Male
work for a medium-sized company,18600,1750,To succeed in current career,0,0,34,Female
work for a multinational corporation,0,100000,To change careers,12,0,22,Male
work for a startup,45000,70000,To start a business or to freelance,1,1,28,Male
work for a multinational corporation,17600,1800,To start a business or to freelance,48,0,22,Male
work for a medium-sized company,36000,25000,To change careers,24,0,34,Male
work for a multinational corporation,500,10000,To start a business or to freelance,0,0,24,Male
work for a multinational corporation,9300,36000,To change careers,18,0,28,Male
work for a startup,40000,45000,To change careers,5,0,30,Male
work for a government,30000,25,To change careers,0,0,43,Prefer not to say
work for a medium-sized company,30000,50000,To change careers,36,0,30,Male
work for a medium-sized company,2000,20000,To start a business or to freelance,4,0,26,Male
work for a medium-sized company,3500,9600,To succeed in current career,1,0,21,Female
work for a nonprofit,36500,70000,To change careers,2,0,28,Male
work for a medium-sized company,18000,35000,To start a business or to freelance,9,0,20,Male
work for a medium-sized company,200,45000,As a hobby,36,0,24,Male
