"","X1","track_id","track_name","track_artist","track_popularity","track_album_id","track_album_name","track_album_release_date","playlist_name","playlist_id","playlist_genre","playlist_subgenre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"526",12011,"4JYX9gxAGrRduTHDVMqYXj","L'indécision","Da Silva",0,"2eCUTCbJvIQpWlFyMsBb5l","Décembre en été","2005-09-06","L' ALBUM ROCK","0jilq2XZP9F2fwzp2k6iXK","rock","album rock",0.67,0.611,11,-5.445,0,0.054,0.681,0.00261,0.127,0.912,142.263,185066
"527",18487,"7Fl3wSxRqBljyQH8dJSz9c","Traidora","Gente De Zona",62,"2HXRjHb2nbLJa5r70FBtdT","Visualízate","2016-04-22","Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖","2kY6lVc5EcVfI5WNKmPQQG","latin","latin pop",0.717,0.929,10,-4.956,1,0.053,0.233,0,0.359,0.586,94.995,216320
"528",15698,"3cZr1Z832aXANu6a9fifkx","House of the Rising Sun","Five Finger Death Punch",60,"14EUES6TzmB5nuyLvxTo9b","The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 2","2013-11-19","Workout Hard Rock","4TG1lzMD9HFvZ9E1Bk6Gnu","rock","hard rock",0.469,0.958,4,-3.382,0,0.0865,0.00183,0.00116,0.107,0.262,76.997,247388
"529",18132,"1EKfyIWznKN5EeK2i6IV3n","Summer Of '69 - MTV Unplugged Version","Bryan Adams",10,"17ixV4uTZRqattFeU4h8th","MTV Unplugged","1997-01-01","Unplugged Hits 📣","5NTm3injIRkUMROsZr3C2O","latin","latin pop",0.467,0.609,2,-7.791,1,0.0374,0.347,1.2e-06,0.979,0.406,141.207,242027
"530",5552,"34e2WyzmjG2aDk7KykOOZZ","Take It Down (feat. Offset)","Pardison Fontaine",72,"45x9T2H8aU4ckLPOYfGucD","UNDER8ED","2019-11-15","RapCaviar","37i9dQZF1DX0XUsuxWHRQd","rap","hip hop",0.917,0.494,1,-5.772,1,0.085,0.0393,0,0.194,0.341,143.048,208976
"531",14179,"7fmmaDJBKinXoLsZAI4FKa","Cheap Wine - 2011 Remastered","Cold Chisel",0,"0o6MdONtnU2Cz6jXN2Os5w","The Complete Cold Chisel","2013-01-01","keg party jukebox","4PjiT7SWnUsTTTvKOuR76f","rock","permanent wave",0.681,0.893,0,-3.519,1,0.037,0.178,0,0.213,0.815,123.651,205132
"532",935,"5KHbu2Go6NBryS0h0TpTNJ","Talk About It","Bancali",0,"5aBI1WNIur9niQ5dM6xnVB","Talk About It","2018-01-17","Pop Dance Hits","7eERKCkgNKCCx5GYdeMIZf","pop","dance pop",0.498,0.723,7,-6.74,0,0.223,0.508,0.000521,0.419,0.318,110.024,248727
"533",21393,"2QpGZOhTCHHiKmpSO9FW4h","Follow God","Kanye West",85,"0FgZKfoU2Br5sHOfvZKTI9","JESUS IS KING","2019-10-25","New Hip Hop‏‏​​   ‍","5WNUX6jisX0NRlVDTm6RDd","r&b","urban contemporary",0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,104591
"534",25135,"4L9VA69sfZKK5HAs5zP22I","I'll Give All My Love to You","Keith Sweat",50,"6GXk2hxl4q5GoPHarlUet8","The Best of Keith Sweat: Make You Sweat","2004-01-13","1987-1997 OLD SKOOL JAMZ","0WicovBbxeB0nvQC6IfuaT","r&b","new jack swing",0.62,0.514,8,-7.948,1,0.0417,0.431,0,0.148,0.453,140.062,269027
"535",24739,"7rp0IP3Dy5pz2XGZ3In5HF","Hypnotize - 2005 Remaster","The Notorious B.I.G.",41,"46JQVqJpOg8opDLUl1qHT1","Bad Boy's 10th Anniversary- The Hits","2004-03-09","Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.","3a9y4eeCJRmG9p4YKfqYIx","r&b","new jack swing",0.922,0.573,9,-5.161,1,0.277,0.131,0,0.305,0.66,93.929,230053
"536",11299,"7xKNLe9qqIIEW3I83x4crd","Reckless Life (Original Demo Version)","Hollywood Rose",44,"6E6oQSkNxtiGyVGRgDJi2S","The Roots of Guns ‘n Roses","2004","This Is Guns N' Roses","37i9dQZF1DX74DnfGTwugU","rock","album rock",0.369,0.921,7,-5.693,1,0.0791,0.0112,0.428,0.068,0.245,124.689,280195
"537",19341,"4777sGsOdoM89vPH3CVoLe","Mayor Que Yo 3","Luny Tunes",62,"571drPm82JNSynpu9yhEEX","Mayor Que Yo 3","2015-10-23","REGGAETON ANTIGUO 🔥","42E6uFhL4e2nXmbmeigwXb","latin","reggaeton",0.715,0.964,1,-3.176,0,0.162,0.0985,0,0.291,0.535,91.975,304747
"538",11597,"0UhZkk4agmJpbMCvT3OgLG","Election Day","Arcadia",24,"6zz7pgb8hN2wBDc4ic8awt","So Red The Rose","1985","80s Pop & Rock Hits and Album Tracks","0XOIK4m26aeYSD61E5nSVW","rock","album rock",0.716,0.552,2,-14.746,1,0.0353,0.0113,1.42e-05,0.343,0.483,110.791,328093
"539",7131,"30JqbTM4GBcSXHuJYeKJjI","The Wall","Scarface",22,"6iYx1zYXN4nJQfCA01D0CH","The World Is Yours","1993","90's Southern Hip Hop","2NMW1nwQYSVlXd26uLenX6","rap","southern hip hop",0.728,0.615,4,-8.888,0,0.283,0.0194,1.12e-06,0.0768,0.523,82.976,277707
"540",28851,"0C9w0WJdckpqR7w0yEWo2i","Flying On My Own - Dave Audé Remix","Céline Dion",39,"5C3n1F6wGdVtWLH435EwMk","Flying On My Own + Dave Audé Remix","2019-06-28","Dancefloor Beats","6mMk6QCzEgT3QGaCV1R4S5","edm","big room",0.603,0.894,6,-3.11,0,0.0419,0.00204,0.000808,0.356,0.387,124.031,246109
"541",15063,"1wSIkQa1KbiVfV3UHzUyx0","Still Alive","Prison",33,"5DDovcRwzH0qblH2en7Xd7","Still Alive","2019-10-18","Hard Rock Workout","3YouF0u7waJnolytf9JCXf","rock","hard rock",0.561,0.989,11,-2.414,0,0.109,0.000129,0.000228,0.172,0.333,137.077,184402
"542",3155,"2iUXsYOEPhVqEBwsqP70rE","Youngblood","5 Seconds of Summer",84,"2D0Hi3Jj6RFnpWDcSa0Otu","Youngblood (Deluxe)","2018-06-15","Electropop","2Z5cPJ6Z4EVZAfF08amjvL","pop","electropop",0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203418
"543",21677,"2r7CdIjAFW4SBraFBJ7djg","I Can Do Whatever","Dopeamean",28,"5JldoqkyJDqipOrqHixYSx","Blue Faces","2019-11-02","Top Urban Underground","4Gc9TFxlqmoe50m9Yy78ei","r&b","urban contemporary",0.777,0.653,4,-7.919,0,0.305,0.156,0.000136,0.179,0.622,127.994,274442
"544",27908,"08d1uFAAtQgLbuvyP2AkoH","The Groovy Cat","PAWSA",60,"2zL3pun7npuBMHeBPr7mtz","The Groovy Cat","2017-12-22","💊ELECTRO-HOUSE-TECH💊","0AFYmoSuoMQiGGjzvBwr6u","edm","electro house",0.8,0.846,5,-7.518,1,0.0624,0.0277,0.877,0.0896,0.211,127.008,272395
"545",32592,"4akREaR0fzZso8pHluNH8B","Venice","Julian Jeweil",32,"7BThp4wCUJqek0llfs9crh","Rolling - EP","2017-01-16","Underground Party | Hypnotic | Minimal | Acid | Big Room | Tech | Liquid","29jj7pQlDqnWclbHQk21Rq","edm","progressive electro house",0.777,0.865,1,-5.075,1,0.0667,0.000355,0.881,0.114,0.594,125.996,373333
"546",5269,"6SxhMVIqpdEOf9jVzgfQJZ","Stones","Emmit Fenn",43,"2vTGrJWEfnNrmZjTkve6jP","Prologue","2017-06-21","Music&Other Drugs","5jROYSZSL7cO0jGAqkPx7C","pop","indie poptimism",0.685,0.364,3,-13.038,0,0.053,0.751,0.164,0.19,0.349,129.908,214661
"547",27276,"4PXIif48Cz4SUIQ0JBV8Wz","Zu Den Sternen - Original Mix","The Second I",30,"5qUNcWLWm9lFySfd6L2GL5","Zu Den Sternen","2019-12-02","Electro Vibes","0wHHL0TLztL3muzXLCDTQP","edm","electro house",0.694,0.667,9,-3.783,1,0.0581,0.00306,0.382,0.0969,0.668,125.016,480201
"548",22797,"4rr4Nn6XyXb4NBoZX4eqX2","Ela Me Faz Bem","Mster Gab",42,"7k9uGk73KZNelvmSdZDrE0","Ela Me Faz Bem","2019-11-21","Brisa Pop","37i9dQZF1DX2vsux22VuNL","r&b","hip pop",0.797,0.453,5,-10.412,1,0.0473,0.381,0,0.156,0.475,146.045,167733
"549",1025,"2UeUOkNWgb1DkVUZcACduO","ひとりの夜を抜け","Lucky Kilimanjaro",41,"3BFVT73jpTPm86G3tPtzVj","ひとりの夜を抜け","2018-11-21","Best of 2019 Dance Pop: Japan","37i9dQZF1DXdOtZGKonFlM","pop","dance pop",0.653,0.742,4,-7.084,1,0.0324,0.0176,0,0.212,0.74,122.031,181589
"550",2984,"0Zbbxnx4SGGHoIow4PpISP","Stargazing","Kygo",73,"2sPYPyDFwgi1jrRTGhoxq2","Stargazing - EP","2017-09-21","ELECTROPOP🐹","44p8nNLe4fGfUeArS3MaIX","pop","electropop",0.677,0.497,5,-5.763,1,0.0809,0.152,0,0.0911,0.419,99.137,236853
"551",12460,"6hnCx2jmD0RPkbtzUXSBn4","I Want You to Want Me - Live at Nippon Budokan, Tokyo, JPN - April 1978","Cheap Trick",51,"37P9MBdJRekfOIbPSX9alR","The Essential Cheap Trick","2004-03-02","Classic Rock","5BygwTQ3OrbiwVsQhXFHMz","rock","classic rock",0.338,0.887,2,-8.873,1,0.0438,0.00962,0.011,0.556,0.399,206.255,223667
"552",12009,"2YIkyCfSVOoMUfN22gqttg","A Pain That I'm Used To - Live","Depeche Mode",38,"7snShfFKLewVZTggBIsXJn","Live in Berlin Soundtrack","2014-11-17","L' ALBUM ROCK","0jilq2XZP9F2fwzp2k6iXK","rock","album rock",0.672,0.918,2,-7.14,1,0.0304,0.0243,0.667,0.978,0.588,125.011,268813
"553",1504,"1UXBbmjIrxjckrbv5EfSVT","Tell Me Something I Don't Know - Soundtrack","Selena Gomez",59,"6Jv7Yo0ihit4JyxvjQLUhb","Another Cinderella Story (Original Motion Picture Soundtrack)","2008-08-26","Post teen pop","7jQHOrErpLMStcUUSavQWR","pop","post-teen pop",0.611,0.936,7,-3.697,0,0.11,0.0309,0,0.12,0.697,144.901,201427
"554",20495,"4UkEnTEStVzuPoRB27sK4J","Metele Sazon","Tego Calderon",0,"7pKwdrN5uGoBTDNuVLdzPB","Mas Flow","2004-01-01","Latin/Hip Hop/Dancehall/Soca","2rg9LCyvaMQvnCE2hVndpR","latin","latin hip hop",0.829,0.414,2,-17.166,0,0.0717,0.51,0.00506,0.0889,0.917,95.047,242173
"555",31761,"3i9Tr3Vp2gjT8EsVKGt1N3","California - Chris Lake & Matroda Remix","SNBRN",49,"1HFGTeIMHbKiEx1zZiDKWt","California","2015-05-11","Alex Workout","7fRlDx99wBg6i45OCvxwKY","edm","progressive electro house",0.783,0.81,10,-4.041,0,0.0794,0.0226,0.257,0.119,0.38,124.028,305817
"556",29548,"5ScMaEiUXf9BATTbDKNFq8","Where Are Ü Now (with Justin Bieber) - Marshmello Remix","Jack Ü",54,"0hHoUwwrXL79lSEcRy82vO","Where Are Ü Now (with Justin Bieber) [Remixes]","2015-06-16","@deniceemoberg EDM - POP REMIXES","2fbrY1tuoW8Uji14H7623k","edm","pop edm",0.572,0.863,8,-4.128,1,0.0424,0.00266,0.000307,0.127,0.475,141.919,206197
"557",20376,"7myUDFaDjYmdXCmpXzAhvO","Toda Mi Gente","Lolita",16,"6TzOJyjGupgKRNwIw661ko","Toda Mi Gente","2019-01-28","Latest Latin American Hits 2020","51LvliKED7oZNJR8XCiPip","latin","latin hip hop",0.743,0.594,7,-13.053,1,0.269,0.00816,0.000146,0.13,0.458,110.003,200727
"558",2807,"3WRQUvzRvBDr4AxMWhXc5E","Sunset Lover","Petit Biscuit",72,"6se6q5nk4VCVbWWnZcguCc","Presence","2017-11-10","ElectroPop 2020","4frhr6RQM2fMOm2mpvOVo6","pop","electropop",0.785,0.525,6,-7.556,1,0.042,0.669,0.439,0.114,0.251,90.853,238907
"559",8818,"5CE1jL4dkfZlX5CiHZh5ap","No Romeo No Juliet","50 Cent",59,"1TfWU86ZevMnfkHcEHCbyA","No Romeo No Juliet","2016-05-11","Gangsta Rap/90's Hip-Hop","39IFMVQdRNdb7kVfyTvHjM","rap","gangster rap",0.838,0.609,3,-5.643,0,0.219,0.341,0,0.0578,0.394,120.073,268487
"560",25610,"4jpBAzEAWq9GVyELGtkKAx","Blue Lights","Jorja Smith",2,"3B8bqhCr3h9fX4EbTarSsq","Blue Lights","2016-02-26","NEO-soul","3q3M4VCymcMoxJ3Tl7mRqN","r&b","neo soul",0.584,0.647,7,-5.464,1,0.207,0.686,0,0.106,0.341,91.765,250545
"561",12243,"3vV3cr2TpPqFk07zxYUbla","Cum on Feel the Noize","Quiet Riot",69,"3Q3rQ8FK1e9Fd9Gv9xm3CK","Metal Health","1983","The Sound of Album Rock","3yj9YnQGTdnFuKbDyXGDi6","rock","album rock",0.409,0.92,11,-5.439,0,0.12,0.00719,0.00105,0.0823,0.37,145.085,290960
"562",15678,"1dM25yro2mjIAO5D1SvFDr","Welcome To The Jungle","Guns N' Roses",0,"32OnHglDZr3RRIAyDVoApX","Greatest Hits (EU Version)","2004-03-15","Classic Hard Rock","1gAeQGQ7hr2q7IYmaejDW6","rock","hard rock",0.438,0.98,8,-4.963,1,0.102,0.0258,0.462,0.279,0.326,123.407,271867
"563",10917,"5rK0pyEObO4DBFLy682QvR","Mask Off - Marshmello Remix","Future",64,"5kDL875bDZtpRKtl51ED3X","Mask Off (Marshmello Remix)","2017-06-16","Trap Nation 🔊","5aPwKjwNHr6dnCejLcPTVx","rap","trap",0.731,0.725,2,-5.21,1,0.249,0.00432,0,0.0556,0.351,149.963,179200
"564",26606,"0nruobjhKItGHfkH3VbTXy","Morning Sun","Robin Thicke",52,"2l5jrbQaw9la2srKsDt7D6","Morning Sun","2015-06-29","Soul Coffee (The Best Neo-Soul Mixtape ever)","16iNEskDatG5KbDV16F6LR","r&b","neo soul",0.551,0.954,1,-5.516,0,0.0419,0.113,0.0012,0.191,0.964,171.975,210027
"565",27054,"6mQMZtvy4cGi5UVH3LmZte","Shatter","BAYNK",36,"5hb9aZmt8McCp8ktZh2dJZ","Someone's EP II","2019-05-22","Electro Posé - Discoveries","6nZaTh6K1SwhdELFTmA99C","edm","electro house",0.7,0.316,0,-12.711,1,0.186,0.843,0.248,0.0818,0.411,149.969,191853
"566",10509,"0PCCk7RBQUE7RsoUq66nuW","Lowkey (feat. Lil Traffic)","Godlands",39,"1vpHK5Bjp7vFHXpmHYzQWD","Lowkey (feat. Lil Traffic)","2019-07-05","Trap Mojito","37i9dQZF1DX1OIMC8iDi74","rap","trap",0.755,0.871,1,-3.61,1,0.333,0.0617,0,0.17,0.318,139.937,192022
"567",15427,"3KPwt1LBpt1jVSHz8GXERo","Feel Like Makin' Love - 2015 Remaster","Bad Company",68,"1LgPUiosPMevbB4NHxcNiO","Straight Shooter","1975","Hard Rock Cafe Classics","3sv5ViKoPDNnZRsklzEGMN","rock","hard rock",0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,313840
"568",416,"0S1lconF5qUvqUrovZDmSA","Possible","片寄涼太",49,"6VtGVN3uNAOZc1WbhC4j7H","Possible","2020-01-07","Dance Pop: Japan","37i9dQZF1DXahYFr91pFvG","pop","dance pop",0.713,0.709,4,-6.451,1,0.0703,0.042,0,0.0995,0.708,109.973,283400
"569",32686,"6JSE5UEjzwm0YgTIi4onh2","Inner Peace","SCNDL",28,"5JJkUtzs6LAwjv4A3B7JCc","Inner Peace","2019-10-09","Trending EDM by Nik Cooper","4N1ipiKR3xla8UXtE12XBm","edm","progressive electro house",0.624,0.863,5,-7.981,0,0.0633,0.006,0.781,0.378,0.188,144.968,149905
"570",24777,"1NNYZKOk91y4mnqfjK4uqW","I Belong to You","Toni Braxton",30,"73ojqvZakvdkBxSg9pyPqz","Toni Braxton","1993-07-13","New Jack Swing","4nX6BscFtR1CozSCfv2cuR","r&b","new jack swing",0.808,0.765,1,-6.124,1,0.0391,0.0363,0.000117,0.0171,0.94,106.957,234307
"571",12214,"5QTxFnGygVM4jFQiBovmRo","(Don't Fear) The Reaper","Blue Öyster Cult",75,"6C9WzlQANeoD0GW5B41YJt","Agents Of Fortune","1976","The Sound of Album Rock","3yj9YnQGTdnFuKbDyXGDi6","rock","album rock",0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000211,0.297,0.382,141.47,308120
"572",10332,"39f1irYFzZL2QKcHFe2zFY","Planet Earth","Jinco",49,"21LRqo3pTdsXXDD5eDQzPa","Planet Earth","2019-11-15","Trap Nation","0NCspsyf0OS4BsPgGhkQXM","rap","trap",0.564,0.669,9,-2.579,0,0.421,0.3,0.00346,0.127,0.465,150.123,2e+05
"573",26816,"5plG80hc7j4siXDhcUamjU","Promises - David Guetta Remix","Calvin Harris",8,"191HBwuAFkDLbtQfyi1EYs","Promises (David Guetta Remix)","2018-10-12","Electro House 2020","317O0e8iWJLClLGDKtieRe","edm","electro house",0.588,0.697,3,-4.744,0,0.0372,0.186,0.000219,0.103,0.225,125.157,190417
"574",6412,"0ZN72tCEgbwPXEtj6TPMxK","Still Ballin (feat. Wiz Khalifa)","Logic",10,"6GeHCNwwqMMUrpxuGTRYcf","Confessions of a Dangerous Mind","2019-05-10","This Is Logic","37i9dQZF1DWTIuAboZgTMf","rap","hip hop",0.79,0.677,7,-5.27,1,0.104,0.0151,1.06e-05,0.169,0.75,160.001,239987
"575",836,"5npMYgysWSKOIVXj2szeLn","Vogue - Edit","Madonna",51,"38nngL1nidjNYdHvJ3xJED","I'm Breathless","1990-03-22","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.69,0.817,10,-10.137,0,0.0478,0.0109,0.00276,0.103,0.285,116.211,289560
"576",24825,"2fzKLDa3YlAJ1Qkkxm5ZqH","Things We Do For Love","Horace Brown",34,"7mTHBGzO1TsYZv5yAd89v1","Horace Brown","1996-01-01","New Jack Swing -late 80's & early 90's Hip Hop and R&B","30z5uGyqurJn0NtkZ9e8BT","r&b","new jack swing",0.798,0.532,7,-8.892,1,0.0461,0.0584,0,0.0445,0.786,93.931,297760
"577",24339,"1Jgaw4deeHcbldSmKbP5h3","Get Me Home","Foxy Brown",0,"5V5P9dkNjpmD4Q0GKJE4HO","Best Of","2014-05-27","Swingbeat (old skool), New Jack Swing, R&B, Hip Hop, Urban","3krpccUV68nBGAQbvHEZDC","r&b","new jack swing",0.777,0.474,7,-6.917,1,0.225,0.105,0.000243,0.155,0.336,96.084,229520
"578",16862,"3pSfoP1xZllxEuZ6Oh6ebn","Ring Ring (feat. Mabel & Rich The Kid)","Jax Jones",63,"1g9UNdBIBUxmgkbg1ltx5b","Ring Ring","2018-06-22","Tropical House 🌴","06zrBJ5cts5aemZmqe80J7","latin","tropical",0.779,0.641,1,-4.912,0,0.141,0.172,2.03e-06,0.102,0.638,107.032,217613
"579",17340,"6U20jK4eAcXGUuodqMugY6","Elis","Sofía Campos",19,"6EEbuLEg4gc4vRs9oRGylw","Salvar el Fuego","2019-10-25","Paraíso Tropical","2v41efarffe6iY8qpMK5Gj","latin","tropical",0.747,0.556,0,-9.219,1,0.0706,0.231,1.56e-06,0.0942,0.829,158.157,238313
"580",10319,"7gEsNX68VQqSReCmpx4nkL","Dive","Cozmoe",42,"0iPmBpghiUfkdFt4iUmvmJ","Dive","2019-12-11","Trap Nation","0NCspsyf0OS4BsPgGhkQXM","rap","trap",0.693,0.747,0,-7.469,0,0.058,0.172,0.00325,0.105,0.252,131.986,261818
"581",32332,"2MlcK8OgC5IpQz3l093YSR","Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit)","Kid Cudi",11,"09sj7Lv5N1jQygrQ5Sv38j","Pursuit Of Happiness [Extended Steve Aoki Remix (Explicit)]","2012-01-01","Gym (Melbourne Bounce/Progressive House)","5BqOZpVEqRDfZScvW1QUyA","edm","progressive electro house",0.723,0.695,9,-5.201,0,0.0586,0.0105,0.00355,0.0459,0.604,127.989,373627
"582",9143,"3i2GE43eD2KiN0B5bWNvo2","DeadInDesignerClothes","BONES",33,"0Wh0QKnKq6j7Tlkj7RYE9u","Skinny","2014-09-02","Gangsta Rap 💎 Rap Party","0BwUQpqHSlC2YfKwOp2dQV","rap","gangster rap",0.69,0.4,1,-13.062,0,0.0332,0.199,0.0414,0.111,0.14,95.992,148402
"583",21695,"0b6Tza7ke89ya6aEV0BLzW","Time (Original Soundtrack)","DeCarlos ""COS"" Waller",14,"0w00PM6ilL5AETpAkJnqB5","Time (Original Soundtrack)","2019-01-19","Top Urban Underground","4Gc9TFxlqmoe50m9Yy78ei","r&b","urban contemporary",0.565,0.187,4,-11.165,0,0.031,0.345,0,0.0662,0.0492,125.831,254981
"584",25161,"1SQrYjoC3yJAIuBiAhdcVp","Want You","Shay Lia",41,"0Ps8Lby9zMu7tnoXMEpk06","Dangerous","2019-05-24","I Love My Neo-Soul","37i9dQZF1DX44dZ4p5QLf4","r&b","neo soul",0.662,0.694,11,-4.669,0,0.322,0.367,0,0.339,0.775,99.962,192351
"585",12091,"3PnczrUPUE8F2gDYw4Eyt5","Lily Of The Valley - Remastered 2011","Queen",34,"5SBHID8qGG3x52zgoh2ilz","Sheer Heart Attack (2011 Remaster)","1974-11-08","The Queen - La Discografia Completa","3E88dLx4fgFYY70gdGzdnB","rock","album rock",0.339,0.264,9,-10.012,0,0.0281,0.628,0,0.148,0.416,78.916,104893
"586",10877,"0u6jXPQBJRNAI2CYwNq2Rr","Data Limite","Peita",25,"2v0WfgXiWpZnv2PEjKitcp","Data Limite","2020-01-10","Dose Trap","37i9dQZF1DWWlW7KLhEhCZ","rap","trap",0.792,0.506,7,-9.256,0,0.0986,0.378,0,0.119,0.155,120.155,144010
"587",20933,"30VzjW1X8EMKmzKkUoGhCI","Ven Conmigo","Redimi2",45,"1snBmcuD2NeQpZLvNrCYAv","Más","2018-08-29","LATIN FLOW MIX - Música Cristiana🎵","396llvvFOIB9jgPg0kqNDb","latin","latin hip hop",0.698,0.749,6,-6.159,0,0.139,0.728,0,0.408,0.817,90.024,244799
"588",9086,"6RgS0GRNijUbyXlugK3W8Z","Won't Trade","Q-Tip",30,"3asZSLOAAtCNJz5W2LGuFJ","The Renaissance","2008-11-04","90s Hiphop / Gangsta Rap","5yGuoOwRQF3o8NVRRlvCj7","rap","gangster rap",0.805,0.49,11,-8.575,1,0.191,0.0614,0,0.101,0.952,95.826,161373
"589",1759,"3C0nOe05EIt1390bVABLyN","On The Floor","Jennifer Lopez",68,"3sysiYphqNRQw7VKLCg1yE","Love?","2011-01-01","Post pop teen","222nc9tKxKhfZ2GBrOpwH3","pop","post-teen pop",0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130,284867
"590",17060,"6ksRossV4vKsXntCCZbhaM","Show Me Love","Sam Feldt",58,"1Ba3HDw1at35UVxMxLCdCa","Show Me Love","2015-05-18","Tropical Beats","37i9dQZF1DX1bDvyV0IkZ3","latin","tropical",0.589,0.613,0,-5.034,1,0.0327,0.568,0,0.0675,0.19,114.853,181867
"591",116,"5N4erncE7kuUccm7zEmwzk","Electricity (with Dua Lipa)","Silk City",81,"429B3se6xtZuvblNnS2iy7","Electricity (with Dua Lipa)","2018-09-06","Dance Pop","37i9dQZF1DWZQaaqNMbbXa","pop","dance pop",0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,238173
"592",10576,"58rSkwn0cgv9r9K7HII9u0","Sou Rock N' Roll","Dfideliz",55,"4OEvcgOfNxR5In7hnbTPPi","Sou Rock N' Roll","2019-12-06","Trap Ouro","37i9dQZF1DWYBXtbGSCurj","rap","trap",0.842,0.696,9,-3.748,1,0.207,0.179,0,0.101,0.609,140.064,115214
"593",12338,"1Q5kgpp4pmyGqPwNBzkSrw","Roadhouse Blues","The Doors",72,"6AFLOkpJjFF652jevcSOZX","Morrison Hotel","1970-02-09","Rock Classics","37i9dQZF1DWXRqgorJj26U","rock","classic rock",0.612,0.634,9,-8.212,1,0.0319,0.337,4.6e-05,0.147,0.904,121.059,243827
"594",10737,"39qUZ7zIlDXziDOvRE2UCN","Token Baashi","CryJaxx",0,"0C2K0s3mOC7lvSoCRWmb9f","Token Baashi","2019-02-28","Arabic Trap","37i9dQZF1DXcC6YLqj8ET8","rap","trap",0.673,0.905,7,-3.349,1,0.0412,0.029,0.818,0.104,0.232,149.998,221156
"595",15351,"7y3rC6oY3Au1XGjdxT7Akn","Glory Days","Bruce Springsteen",1,"1c72XklDkH9TmbPMxy11a9","Greatest Hits","2009-06-01","HARD ROCK CAFE","55ybnG2z8rpTIerRfnCsw6","rock","hard rock",0.568,0.885,9,-10.485,1,0.0311,0.15,0,0.0502,0.975,117.447,259267
"596",19192,"38Mzy2BNRAAHQ1kzMdoyGw","Al Desnudo","Erre XI",38,"0PKXKZ0k8BPkxT4nOVFESl","Luny Tunes Presents ERRE XI","2008-01-01","Reggaeton De Ayer","37i9dQZF1DWWU6Rfto8Ppm","latin","reggaeton",0.801,0.896,7,-4.448,0,0.105,0.057,0,0.26,0.696,100.006,188547
"597",20026,"0qye74bBDF4HABKjoCb7xz","Rest In Peace","Brownside",0,"3cEvHsfPMIglHCXxcdEBhn","Payback","2003","Chicano Rap","3o3xRXWMtBMezk0E3wmtGI","latin","latin hip hop",0.702,0.463,5,-9.884,0,0.0443,0.000918,0.000113,0.0903,0.713,140.493,270627
"598",4025,"2cSiyndkQZRPmYOfrk9WlC","Don't Let Me Down (feat. Khalid)","Sabrina Claudio",60,"1NkkXbEvt3lhsVdgYYf8tn","Don't Let Me Down / All To You","2018-04-04","POPTIMISM","6lWMi4lPiiPwDqn8ZpeyAY","pop","indie poptimism",0.58,0.636,1,-7.661,1,0.11,0.5,0.00449,0.279,0.253,104.853,176688
"599",17991,"5g0qn8cU7uTzbPwma79XdR","Rhythm Is Gonna Get You","Gloria Estefan",1,"14ftOUL2ZHl11HSStuYUHx","Let It Loose/Cuts Both Ways/Into The Light (3 Pak)","1987","This Is Gloria Estefan","37i9dQZF1DXarsfY89zXC6","latin","latin pop",0.777,0.745,4,-12.793,0,0.0396,0.236,0.0412,0.232,0.861,124.961,237267
"600",16466,"6iucNSMhAZDglVgJ1yclmA","Colores","GAMBOA",36,"6NQgW7izgYVtiVyljjnZDG","Colores","2019-01-18","Vibra Tropical","37i9dQZF1DX3fXJqxGjuEP","latin","tropical",0.682,0.598,6,-8.55,0,0.0404,0.274,0.00145,0.0483,0.651,160.074,214336
"601",11295,"2FEWcWHnDmGD6WSqpW4VYu","This I Love","Guns N' Roses",58,"0suNLpB9xraAv1FcdlITjQ","Chinese Democracy","2008-01-01","This Is Guns N' Roses","37i9dQZF1DX74DnfGTwugU","rock","album rock",0.263,0.442,8,-8.279,0,0.0309,0.603,2.99e-06,0.106,0.133,92.179,334373
"602",14378,"1BltsyC5W3SAABdxyrDXwi","Latch","Disclosure",19,"1ZFGRj11NnZHos8DUbbpF1","Settle","2013-01-01","②⓪①⑨ mixed","2bOjjgN1S3Gqd8vSMyafvJ","rock","permanent wave",0.503,0.727,1,-5.456,1,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,255632
"603",26627,"4ThTvhGNae80mrLsMzs4Hb","He Won't Go","Adele",56,"1azUkThwd2HfUDdeNeT147","21","2011-01-19","Neo-Soul Essentials","0DIwi1dMI59NItQtiNcevy","r&b","neo soul",0.706,0.569,0,-7.044,0,0.0861,0.023,0,0.0731,0.71,159.824,277947
